租金(元),面积(平米),均价,评分,户型,室,厅,卫,装修,出租方式,面积评分,租金评分,装修评分,地址评分,总评分,地址,url
4800.0,89.0,53.93,100%,2室2厅1卫,2,2,1,豪华装修,整租,1,0,1,0,2,深圳宝安深圳市宝安区悦和路6号,http://sz.zu.fang.com/chuzu/3_209602603_1.htm
2300.0,110.0,20.91,17%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区沙井街道办事处蚝乡路,http://sz.zu.fang.com/chuzu/3_209201803_1.htm
4800.0,72.0,66.67,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳罗湖沿河南路1181号,http://sz.zu.fang.com/chuzu/3_209454850_1.htm
4860.0,61.0,79.67,0%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安创业路与自由路交汇处,http://sz.zu.fang.com/chuzu/3_209662598_1.htm
4000.0,90.0,44.44,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安福永镇同富裕路,http://sz.zu.fang.com/chuzu/3_209543616_1.htm
3300.0,90.0,36.67,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安松岗街道松安路东北侧江边村,http://sz.zu.fang.com/chuzu/3_209798514_1.htm
3500.0,42.0,83.33,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳罗湖深圳市罗湖区国威路4-1号,http://sz.zu.fang.com/chuzu/3_209832927_1.htm
600.0,25.0,24.0,100%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳宝安后亭村新宝股份,http://sz.zu.fang.com/chuzu/3_209699600_1.htm
4200.0,39.0,107.69,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,1,2,深圳南山南海大道和创业路交汇处,http://sz.zu.fang.com/chuzu/3_209091713_1.htm
4000.0,45.0,88.89,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安固戍二路与宝安大道交汇处,http://sz.zu.fang.com/chuzu/3_206734998_1.htm
4100.0,45.0,91.11,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_203992804_1.htm
4000.0,81.0,49.38,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗龙岗中心城龙翔大道与吉祥路交汇处北侧,http://sz.zu.fang.com/chuzu/3_209773105_1.htm
4700.0,57.0,82.46,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田八卦岭八卦一路39号,http://sz.zu.fang.com/chuzu/3_209896448_1.htm
4600.0,72.0,63.89,0%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗区五和大道和布龙路交汇处,http://sz.zu.fang.com/chuzu/3_208857498_1.htm
1500.0,35.0,42.86,0%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳宝安固戍二路与宝安大道交汇处,http://sz.zu.fang.com/chuzu/3_209819913_1.htm
2400.0,68.0,35.29,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安沙井市民广场南面,http://sz.zu.fang.com/chuzu/3_208990318_1.htm
4750.0,87.0,54.6,100%,3室2厅2卫,3,2,2,豪华装修,整租,1,0,1,0,2,深圳龙岗地铁环中线下水径A出口（约300米）,http://sz.zu.fang.com/chuzu/3_209833463_1.htm
4600.0,65.0,70.77,100%,2室1厅1卫,2,1,1,豪华装修,整租,1,0,1,0,2,深圳福田福田南路7号,http://sz.zu.fang.com/chuzu/3_207114648_1.htm
4300.0,88.0,48.86,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗平湖富安大道（华润配送中心旁或华南城北门水门路 ）,http://sz.zu.fang.com/chuzu/3_209459655_1.htm
4300.0,96.0,44.79,0%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区宝城21区,http://sz.zu.fang.com/chuzu/3_209877061_1.htm
4500.0,78.0,57.69,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安35区新安五路与宝民一路交汇处,http://sz.zu.fang.com/chuzu/3_209599978_1.htm
3200.0,89.0,35.96,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳坪山区管委会及中心公园旁,http://sz.zu.fang.com/chuzu/3_209686255_1.htm
4500.0,44.0,102.27,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区中心区海城路上（新湖路和海城路交汇处西南角）,http://sz.zu.fang.com/chuzu/3_209490948_1.htm
1680.0,25.0,67.2,100%,1室0厅1卫,1,0,1,豪华装修,整租,0,1,1,0,2,深圳宝安新湾路110号,http://sz.zu.fang.com/chuzu/3_209812320_1.htm
2300.0,56.0,41.07,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安福永新田社区大洋路中段,http://sz.zu.fang.com/chuzu/3_209334386_1.htm
2800.0,85.0,32.94,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳龙岗深汕公路与深汕高速交汇处（沈海高速龙岗出口右拐200,http://sz.zu.fang.com/chuzu/3_209768625_1.htm
2880.0,42.0,68.57,0%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安深圳市宝安区群力一路1号,http://sz.zu.fang.com/chuzu/3_209219314_1.htm
3500.0,56.0,62.5,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安西乡街道建安路与宝民路之间,http://sz.zu.fang.com/chuzu/3_209531830_1.htm
3850.0,80.0,48.12,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗龙岗中心城龙翔大道与吉祥路交汇处北侧,http://sz.zu.fang.com/chuzu/3_209618731_1.htm
4200.0,76.0,55.26,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安蚝业路,http://sz.zu.fang.com/chuzu/3_209766182_1.htm
4500.0,51.0,88.24,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安固戍二路与宝安大道交汇处,http://sz.zu.fang.com/chuzu/3_207752244_1.htm
3000.0,69.0,43.48,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗中心区龙城南路与龙岗大道交界处（地铁3号线龙城广场A,http://sz.zu.fang.com/chuzu/3_209627106_1.htm
4200.0,84.0,50.0,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗坂田长坑地段布龙公路168号,http://sz.zu.fang.com/chuzu/3_209771107_1.htm
4000.0,62.0,64.52,0%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖布吉路农批市场南面,http://sz.zu.fang.com/chuzu/3_209660743_1.htm
4600.0,89.0,51.69,50%,3室2厅1卫,3,2,1,豪华装修,整租,1,0,1,0,2,深圳龙岗坂雪岗大道与布澜大道交汇处,http://sz.zu.fang.com/chuzu/3_209542653_1.htm
3900.0,89.0,43.82,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安宝安区沙井街道办壆岗村新沙路与永通路交汇处,http://sz.zu.fang.com/chuzu/3_209810112_1.htm
4500.0,40.0,112.5,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,1,2,深圳南山桃李路与学府路交汇处,http://sz.zu.fang.com/chuzu/3_209551580_1.htm
3800.0,70.0,54.29,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗布吉中翠路与深惠公路交汇处,http://sz.zu.fang.com/chuzu/3_209673854_1.htm
4998.0,69.0,72.43,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳罗湖太安路78号,http://sz.zu.fang.com/chuzu/3_209788265_1.htm
4600.0,48.0,95.83,0%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳罗湖罗湖区松园路68号,http://sz.zu.fang.com/chuzu/3_209815348_1.htm
4300.0,52.0,82.69,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳罗湖罗湖宝安南路上,http://sz.zu.fang.com/chuzu/3_206258010_1.htm
4000.0,41.0,97.56,0%,2室1厅1卫,2,1,1,豪华装修,整租,1,0,1,0,2,深圳龙岗深圳市龙岗区布吉锦龙路与惠康路交汇处,http://sz.zu.fang.com/chuzu/3_208942847_1.htm
4100.0,55.0,74.55,50%,1室1厅1卫,1,1,1,豪华装修,整租,1,0,1,0,2,深圳福田滨河路与福田南路交汇处,http://sz.zu.fang.com/chuzu/3_209361115_1.htm
4000.0,74.0,54.05,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳龙岗中心区奥体中心沙园路与黄阁路交汇处,http://sz.zu.fang.com/chuzu/3_209291719_1.htm
4800.0,68.0,70.59,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳罗湖东湖路与东昌路交汇处,http://sz.zu.fang.com/chuzu/3_209253421_1.htm
2600.0,54.0,48.15,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳光明新区光明大道与河心南路交汇处,http://sz.zu.fang.com/chuzu/3_209396900_1.htm
4800.0,41.0,117.07,100%,1室0厅1卫,1,0,1,精装修,整租,1,0,1,0,2,深圳福田深圳市福田区新洲村，紧邻新洲村牌坊（湖北大厦西南侧）,http://sz.zu.fang.com/chuzu/3_208289245_1.htm
4300.0,70.0,61.43,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗龙岗区百鸽路317号,http://sz.zu.fang.com/chuzu/3_209592441_1.htm
1800.0,37.0,48.65,100%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳龙岗龙岗中心城龙平东路与罗瑞合东街交汇处西（平冈中学对面,http://sz.zu.fang.com/chuzu/3_209735361_1.htm
4000.0,89.0,44.94,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳龙岗宝荷路与宝横路交汇处东北侧（中心高尔夫球会旁）,http://sz.zu.fang.com/chuzu/3_207736174_1.htm
4500.0,76.0,59.21,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳龙岗深惠路与龙珠路交汇处，布吉镇南门墩旁,http://sz.zu.fang.com/chuzu/3_209727796_1.htm
2200.0,92.0,23.91,0%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安沙井路民主大道4号,http://sz.zu.fang.com/chuzu/3_209376721_1.htm
4800.0,120.0,40.0,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳光明新区光明高新西区科发路西侧、十七号南侧,http://sz.zu.fang.com/chuzu/3_209345447_1.htm
4300.0,42.0,102.38,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田福田区彩田路3028号,http://sz.zu.fang.com/chuzu/3_209601818_1.htm
2280.0,40.0,57.0,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,1,2,深圳南山南山西丽留仙大道平山村,http://sz.zu.fang.com/chuzu/3_209626165_1.htm
3000.0,76.0,39.47,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安松岗街道松安路东北侧江边村,http://sz.zu.fang.com/chuzu/3_209036736_1.htm
3800.0,46.0,82.61,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳龙岗龙岗龙岗区布吉镇坂田长坑地段布龙公路168号,http://sz.zu.fang.com/chuzu/3_209829738_1.htm
3300.0,55.0,60.0,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳龙岗布吉镇石芽岭公园北侧科技园路附近,http://sz.zu.fang.com/chuzu/3_207551387_1.htm
4300.0,88.0,48.86,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安沿江新城新沙路与环镇路交汇处东北角,http://sz.zu.fang.com/chuzu/3_209911487_1.htm
2800.0,54.0,51.85,100%,1室2厅1卫,1,2,1,精装修,整租,1,0,1,0,2,深圳龙岗康乐路与乐园路交汇处,http://sz.zu.fang.com/chuzu/3_209908998_1.htm
4000.0,91.0,43.96,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳盐田沙头角海涛路与东和路交汇处,http://sz.zu.fang.com/chuzu/3_208092897_1.htm
4600.0,55.0,83.64,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖罗湖区太白路1028号,http://sz.zu.fang.com/chuzu/3_209312149_1.htm
4500.0,89.0,50.56,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安沙井镇新沙路与新银阁路交汇处,http://sz.zu.fang.com/chuzu/3_208528406_1.htm
4500.0,80.0,56.25,100%,3室1厅1卫,3,1,1,精装修,整租,1,0,1,0,2,深圳龙岗龙岗大道和如意路交汇处，地铁3号线爱联站西北侧,http://sz.zu.fang.com/chuzu/3_209891899_1.htm
4000.0,89.0,44.94,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安松岗107国道与沙江路交界处,http://sz.zu.fang.com/chuzu/3_208966289_1.htm
3500.0,89.0,39.33,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳坪山区坪山中山大道与体育二路交汇处,http://sz.zu.fang.com/chuzu/3_209627885_1.htm
4800.0,89.0,53.93,50%,3室2厅2卫,3,2,2,豪华装修,整租,1,0,1,0,2,深圳龙岗坂雪岗大道与布澜大道交汇处,http://sz.zu.fang.com/chuzu/3_207101320_1.htm
2300.0,53.0,43.4,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳龙岗深惠大道与怡翠路交汇处（地铁爱联站、吉祥站旁）,http://sz.zu.fang.com/chuzu/3_209838324_1.htm
4000.0,86.0,46.51,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安东方大道36号,http://sz.zu.fang.com/chuzu/3_209108821_1.htm
2280.0,40.0,57.0,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,1,2,深圳南山西丽深圳大学城附近,http://sz.zu.fang.com/chuzu/3_209624932_1.htm
3200.0,128.0,25.0,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳坪山区中山大道旁坪山新中心区东门大街与人民路交汇东南侧,http://sz.zu.fang.com/chuzu/3_209399203_1.htm
2600.0,39.0,66.67,100%,1室1厅1卫,1,1,1,简装修,整租,0,0,0,2,2,深圳龙华区深圳市宝安区民丰路173号,http://sz.zu.fang.com/chuzu/3_209288679_1.htm
4800.0,75.0,64.0,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安西乡大道与新湖路交汇处,http://sz.zu.fang.com/chuzu/3_209763953_1.htm
3000.0,89.0,33.71,100%,3室2厅1卫,3,2,1,豪华装修,整租,1,0,1,0,2,深圳龙岗宝荷路与沙荷路交汇处（正中高尔夫对面）,http://sz.zu.fang.com/chuzu/3_209215663_1.htm
4100.0,82.0,50.0,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安福永街道大洋路与塘新路交汇处,http://sz.zu.fang.com/chuzu/3_209620555_1.htm
3200.0,89.0,35.96,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳龙岗宝荷路与沙荷路交汇处（正中高尔夫对面）,http://sz.zu.fang.com/chuzu/3_209813021_1.htm
2000.0,50.0,40.0,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区沙井上星路,http://sz.zu.fang.com/chuzu/3_209918109_1.htm
4800.0,68.0,70.59,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安前进一路与兴华二路交汇处,http://sz.zu.fang.com/chuzu/3_209117181_1.htm
3000.0,69.0,43.48,100%,2室2厅2卫,2,2,2,精装修,整租,1,0,1,0,2,深圳光明新区公明中心区松白路与马田路交汇处,http://sz.zu.fang.com/chuzu/3_208948981_1.htm
1380.0,30.0,46.0,100%,1室0厅1卫,1,0,1,豪华装修,整租,0,1,1,0,2,深圳宝安流塘路与前进二路交汇处(流塘新村旁),http://sz.zu.fang.com/chuzu/3_209605551_1.htm
2800.0,45.0,62.22,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,1,2,深圳南山西丽镇留仙大道,http://sz.zu.fang.com/chuzu/3_209886749_1.htm
2500.0,53.0,47.17,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安深圳市宝安区沙井宝安大道禧园对面,http://sz.zu.fang.com/chuzu/3_209798327_1.htm
3200.0,220.0,14.55,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳宝安宝安区沙井镇中心路,http://sz.zu.fang.com/chuzu/3_209913025_1.htm
4600.0,47.0,97.87,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,1,2,深圳南山工业七路与公园路交汇,http://sz.zu.fang.com/chuzu/3_208971368_1.htm
4800.0,72.0,66.67,100%,2室2厅2卫,2,2,2,豪华装修,整租,1,0,1,0,2,深圳龙岗梅观高速与布龙公路交汇处,http://sz.zu.fang.com/chuzu/3_209310809_1.htm
1500.0,25.0,60.0,100%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳龙岗龙岗布吉益团路上雪村,http://sz.zu.fang.com/chuzu/3_209116841_1.htm
4500.0,47.0,95.74,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田福田保税区绒花路与益田路交汇处,http://sz.zu.fang.com/chuzu/3_209817565_1.htm
4000.0,61.0,65.57,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区福永宝安大道大洋路57号附近,http://sz.zu.fang.com/chuzu/3_209508392_1.htm
4800.0,68.0,70.59,100%,2室1厅1卫,2,1,1,简装修,整租,1,0,0,1,2,深圳南山南头中山园路东侧,http://sz.zu.fang.com/chuzu/3_209283669_1.htm
4800.0,70.0,68.57,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安35区新安五路与宝民一路交汇处,http://sz.zu.fang.com/chuzu/3_209922491_1.htm
4300.0,87.0,49.43,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳龙岗布吉镇深惠路旁,http://sz.zu.fang.com/chuzu/3_209673838_1.htm
4500.0,120.0,37.5,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳盐田中心区北山道（盐田实验学校旁）、毗邻地铁8号线盐田站,http://sz.zu.fang.com/chuzu/3_209004555_1.htm
3300.0,73.0,45.21,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗深惠大道与怡翠路交汇处（地铁爱联站、吉祥站旁）,http://sz.zu.fang.com/chuzu/3_209678938_1.htm
1300.0,30.0,43.33,100%,1室0厅1卫,1,0,1,豪华装修,整租,0,1,1,0,2,深圳龙岗地铁3号线大运站C出口,http://sz.zu.fang.com/chuzu/3_209606402_1.htm
3100.0,120.0,25.83,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安宝安区沙井上星路,http://sz.zu.fang.com/chuzu/3_209912982_1.htm
1400.0,38.0,36.84,100%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳龙岗横岗街道深惠路与荷坳路交汇处,http://sz.zu.fang.com/chuzu/3_209842998_1.htm
4980.0,61.0,81.64,75%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安新安办21区创业二路灵芝公园旁,http://sz.zu.fang.com/chuzu/3_209900059_1.htm
4400.0,76.0,57.89,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖罗湖滨河大道金塘街,http://sz.zu.fang.com/chuzu/3_209067790_1.htm
4300.0,43.0,100.0,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安深圳前海宝安中心区.新湖路地铁1号线宝体站,http://sz.zu.fang.com/chuzu/3_209394949_1.htm
2980.0,60.0,49.67,0%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安宝安西乡街道办上围园新村,http://sz.zu.fang.com/chuzu/3_209840312_1.htm
2800.0,89.0,31.46,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳坪山区龙岗坪山街道大工业区行政中心区（中心公园旁）,http://sz.zu.fang.com/chuzu/3_208334331_1.htm
2600.0,80.0,32.5,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳沙井宝安沙井中心区佳华商场和华润万家旁,http://sz.zu.fang.com/chuzu/3_209584079_1.htm
4500.0,110.0,40.91,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗龙岗大道,http://sz.zu.fang.com/chuzu/3_208991773_1.htm
3200.0,78.0,41.03,100%,4室2厅1卫,4,2,1,精装修,整租,1,0,1,0,2,深圳坪山区中山大道与锦龙大道交汇处,http://sz.zu.fang.com/chuzu/3_209461916_1.htm
4000.0,80.0,50.0,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安辅三路,http://sz.zu.fang.com/chuzu/3_209068342_1.htm
1800.0,38.0,47.37,50%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳宝安宝安区宝安31区,http://sz.zu.fang.com/chuzu/3_209841987_1.htm
3000.0,75.0,40.0,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗龙岗区龙城街道黄阁路转清辉路前行约200米,http://sz.zu.fang.com/chuzu/3_209207884_1.htm
3000.0,77.0,38.96,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安松岗街道松安路东北侧江边村,http://sz.zu.fang.com/chuzu/3_209688127_1.htm
4200.0,71.0,59.15,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳龙岗中心区奥体中心沙园路与黄阁路交汇处,http://sz.zu.fang.com/chuzu/3_208887764_1.htm
4800.0,88.0,54.55,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安前海大空港福永中心107国道西侧,http://sz.zu.fang.com/chuzu/3_209864068_1.htm
3900.0,50.0,78.0,0%,1室1厅1卫,1,1,1,豪华装修,整租,1,0,1,0,2,深圳福田福田南路7号,http://sz.zu.fang.com/chuzu/3_209765835_1.htm
3000.0,48.0,62.5,100%,1室2厅1卫,1,2,1,精装修,整租,1,0,1,0,2,深圳龙岗布龙公路与深惠公路交汇处北,http://sz.zu.fang.com/chuzu/3_209777210_1.htm
2600.0,78.0,33.33,100%,2室2厅1卫,2,2,1,豪华装修,整租,1,0,1,0,2,深圳龙岗龙平西路与吉祥中路交汇处,http://sz.zu.fang.com/chuzu/3_209409662_1.htm
2600.0,69.0,37.68,0%,2室2厅2卫,2,2,2,精装修,整租,1,0,1,0,2,深圳光明新区公明中心区松白路与马田路交汇处,http://sz.zu.fang.com/chuzu/3_209765810_1.htm
3600.0,88.0,40.91,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗区平湖镇平龙路与平新路交汇处西南角,http://sz.zu.fang.com/chuzu/3_209124504_1.htm
3500.0,76.0,46.05,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳罗湖罗湖宝安大道4001,http://sz.zu.fang.com/chuzu/3_209129538_1.htm
3500.0,80.0,43.75,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安松岗沙江西路与朗碧路交汇处,http://sz.zu.fang.com/chuzu/3_209355074_1.htm
3800.0,89.0,42.7,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳盐田盐田港东海道与永安路交汇处,http://sz.zu.fang.com/chuzu/3_208127777_1.htm
3300.0,30.0,110.0,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,1,2,深圳南山桃园路与南新路交汇处,http://sz.zu.fang.com/chuzu/3_208933543_1.htm
4500.0,41.0,109.76,100%,1室1厅1卫,1,1,1,豪华装修,整租,1,0,1,0,2,深圳福田滨河大道辅路与东涌路交汇处,http://sz.zu.fang.com/chuzu/3_208935116_1.htm
4200.0,90.0,46.67,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳龙岗深惠路与碧新路交汇处（地铁三号线南联站C出口）,http://sz.zu.fang.com/chuzu/3_209050844_1.htm
1800.0,40.0,45.0,50%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳宝安宝安大道与固戍二路交汇处,http://sz.zu.fang.com/chuzu/3_209623479_1.htm
1500.0,25.0,60.0,0%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳宝安固戍二路与宝安大道交汇处,http://sz.zu.fang.com/chuzu/3_209869336_1.htm
4000.0,89.0,44.94,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳坪山区六联酒店北行约400米处左转，在施工中的大工业区中心,http://sz.zu.fang.com/chuzu/3_209686287_1.htm
3700.0,72.0,51.39,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗布龙公路与深惠公路交汇处北,http://sz.zu.fang.com/chuzu/3_209911364_1.htm
2800.0,53.0,52.83,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳盐田盐坝高速公路的西北侧（万科公交站附近）,http://sz.zu.fang.com/chuzu/3_208847334_1.htm
4500.0,80.0,56.25,100%,3室3厅1卫,3,3,1,精装修,整租,1,0,1,0,2,深圳罗湖畔山路188号,http://sz.zu.fang.com/chuzu/3_209541685_1.htm
3000.0,65.0,46.15,50%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安大道与固戍二路交汇处,http://sz.zu.fang.com/chuzu/3_209625380_1.htm
4300.0,45.0,95.56,100%,1室1厅1卫,1,1,1,豪华装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_204953735_1.htm
4000.0,60.0,66.67,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳龙岗地铁3、5号线交汇处布吉站出入口,http://sz.zu.fang.com/chuzu/3_209252218_1.htm
4500.0,93.0,48.39,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安流塘路与锦花路及西乡大道交汇处,http://sz.zu.fang.com/chuzu/3_209063397_1.htm
1380.0,30.0,46.0,100%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳宝安西乡固戍一路,http://sz.zu.fang.com/chuzu/3_209648239_1.htm
4300.0,38.0,113.16,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,1,2,深圳南山南海大道和创业路交汇处,http://sz.zu.fang.com/chuzu/3_207485762_1.htm
1200.0,28.0,42.86,0%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳宝安宝安深圳宝安沙井西环路与园和路交口,http://sz.zu.fang.com/chuzu/3_209219261_1.htm
4900.0,75.0,65.33,100%,2室1厅1卫,2,1,1,豪华装修,整租,1,0,1,0,2,深圳福田滨河路与福田南路交汇处,http://sz.zu.fang.com/chuzu/3_207116206_1.htm
4800.0,60.0,80.0,0%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖桂园路与解放路交汇处,http://sz.zu.fang.com/chuzu/3_208132578_1.htm
4200.0,89.0,47.19,33%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳龙岗宝荷路与宝横路交汇处东北侧（中心高尔夫球会旁）,http://sz.zu.fang.com/chuzu/3_208940788_1.htm
